Trade_ID,Trade_Date,Symbol,Sector,Strategy,Market_Condition,Entry_Price,Exit_Price,Quantity,Profit,Emotion,Mistake,Stop_Loss,Target,Risk_Amount,Reward_Amount,Risk_Reward_Ratio,Confidence_Level,Trade_Followed_Plan,Win_Loss,Return_Percentage,Entry_Time,Trade_Duration_Minutes,Exit_Time
272,2025-10-15,TCS,IT,MACD,sideways,4960,5186.1,99,22383.9,Fear,Early Exit,4843.31,5118.72,116.69,158.72,1.36,Medium,Yes,Win,4.56,10:33,28,11:01
273,2026-04-06,RELIANCE,Energy,RSI,Bearish,3586,3547.98,29,-1102.58,Confidence,No Mistake,3502.85,3770.37,83.15,184.37,2.22,Medium,No,Loss,-1.06,14:45,165,17:30
274,2025-09-26,INFY,IT,RSI,Bullish,3821,3896.29,34,2559.86,Greed,Overtrading,3743.72,3929.6,77.28,108.6,1.41,Medium,Yes,Win,1.97,13:33,57,14:30
275,2025-10-24,TCS,IT,BREAKOUT,Volatile,4877,4888.77,83,976.91,Greed,No Mistake,4796.92,5012.56,80.08,135.56,1.69,Low,Yes,Win,0.24,09:38,235,13:33
276,2025-12-29,ICICIBANK,Banking,MACD,Volatile,2962,2885.77,86,-6555.78,Confidence,Late Entry,2905.77,3084.84,56.23,122.84,2.18,Medium,Yes,Loss,-2.57,14:12,202,17:34
277,2026-05-27,INFY,IT,BREAKOUT,Bearish,2166,2265.11,74,7334.14,Greed,No Mistake,2130.14,2245.67,35.86,79.67,2.22,Medium,Yes,Win,4.58,12:11,239,16:10
278,2025-12-17,TCS,IT,BREAKOUT,Bullish,2661,2607.54,31,-1657.26,Greed,No Mistake,2610.65,2778.8,50.35,117.8,2.34,Low,Yes,Loss,-2.01,11:20,158,13:58
279,2025-07-15,ICICIBANK,Banking,BREAKOUT,sideways,1985,1986.75,63,110.25,Fear,No Mistake,1929.5,2097.1,55.5,112.1,2.02,Medium,Yes,Win,0.09,12:53,206,16:19
280,2025-10-29,HDFCBANK,Banking,MACD,Volatile,3772,3852.64,94,7580.16,Greed,Overtrading,3715.84,3982.46,56.16,210.46,3.75,Medium,Yes,Win,2.14,11:33,152,14:05
281,2026-04-19,HDFCBANK,Banking,MACD,Bullish,4372,4579.69,49,10176.81,Fear,Early Exit,4276.7,4608.36,95.3,236.36,2.48,Medium,Yes,Win,4.75,11:16,129,13:25
282,2026-05-17,RELIANCE,Energy,BREAKOUT,Bearish,4736,4971.09,42,9873.78,Greed,Overtrading,4649.43,5017.1,86.57,281.1,3.25,High,Yes,Win,4.96,10:08,38,10:46
283,2025-12-11,RELIANCE,Energy,MACD,Bullish,4029,4170.61,99,14019.39,Confidence,No Mistake,3967.82,4166.08,61.18,137.08,2.24,Medium,Yes,Win,3.51,10:52,153,13:25
284,2025-08-26,HDFCBANK,Banking,MACD,Volatile,4274,4213.06,55,-3351.7,Greed,Overtrading,4173.63,4367.91,100.37,93.91,0.94,Low,Yes,Loss,-1.43,09:22,180,12:22
285,2026-01-16,TCS,IT,MACD,Bullish,1492,1534.4,11,466.4,Fear,No Mistake,1453.23,1554.88,38.77,62.88,1.62,High,Yes,Win,2.84,09:38,45,10:23
286,2026-04-02,ICICIBANK,Banking,RSI,Bullish,1907,1921.75,32,472.0,Fear,Early Exit,1857.69,1952.13,49.31,45.13,0.92,High,Yes,Win,0.77,09:10,139,11:29
287,2025-09-20,INFY,IT,MACD,Bullish,3715,3619.18,22,-2108.04,Greed,No Mistake,3611.35,3815.56,103.65,100.56,0.97,Medium,No,Loss,-2.58,12:43,47,13:30
288,2025-08-10,RELIANCE,Energy,RSI,Volatile,4551,4573.45,89,1998.05,Fear,No Mistake,4494.6,4729.77,56.4,178.77,3.17,Medium,No,Win,0.49,11:48,119,13:47
289,2025-10-02,ICICIBANK,Banking,MACD,Volatile,1078,1110.61,74,2413.14,Confidence,Late Entry,1060.41,1126.63,17.59,48.63,2.76,Medium,No,Win,3.03,14:43,95,16:18
290,2026-01-19,TCS,IT,BREAKOUT,Volatile,4909,4668.94,29,-6961.74,Greed,Overtrading,4787.76,5044.75,121.24,135.75,1.12,Low,Yes,Loss,-4.89,13:23,172,16:15
291,2025-12-14,ICICIBANK,Banking,RSI,Bullish,1865,1785.02,32,-2559.36,Fear,No Mistake,1839.2,1953.05,25.8,88.05,3.41,Medium,Yes,Loss,-4.29,11:44,6,11:50
292,2026-02-22,INFY,IT,MACD,Bearish,2663,2572.01,22,-2001.78,Greed,Overtrading,2606.86,2800.04,56.14,137.04,2.44,High,Yes,Loss,-3.42,10:38,59,11:37
293,2025-08-02,RELIANCE,Energy,RSI,Volatile,3542,3697.42,37,5750.54,Confidence,No Mistake,3501.06,3719.15,40.94,177.15,4.33,High,Yes,Win,4.39,12:27,50,13:17
294,2025-10-13,TCS,IT,BREAKOUT,Bullish,4945,4986.89,31,1298.59,Greed,No Mistake,4888.51,5078.55,56.49,133.55,2.36,Medium,No,Win,0.85,09:20,53,10:13
295,2026-02-02,ICICIBANK,Banking,BREAKOUT,Bullish,2144,2105.94,60,-2283.6,Confidence,No Mistake,2096.01,2208.87,47.99,64.87,1.35,Medium,No,Loss,-1.78,12:08,141,14:29
296,2025-09-04,TCS,IT,RSI,Volatile,3409,3567.29,68,10763.72,Fear,Early Exit,3312.26,3556.66,96.74,147.66,1.53,Low,No,Win,4.64,12:50,235,16:45
297,2025-07-05,TCS,IT,BREAKOUT,Bearish,2947,2862.38,62,-5246.44,Confidence,No Mistake,2895.06,3106.0,51.94,159.0,3.06,Medium,Yes,Loss,-2.87,10:37,171,13:28
298,2025-10-26,INFY,IT,MACD,Bullish,2573,2630.95,11,637.45,Fear,No Mistake,2541.7,2713.45,31.3,140.45,4.49,Medium,Yes,Win,2.25,13:04,212,16:36
299,2026-03-12,ICICIBANK,Banking,RSI,sideways,4206,4152.91,46,-2442.14,Fear,Early Exit,4086.24,4385.81,119.76,179.81,1.5,Medium,No,Loss,-1.26,12:00,133,14:13
300,2025-06-10,ICICIBANK,Banking,MACD,Bullish,2490,2502.65,73,923.45,Confidence,No Mistake,2422.04,2582.31,67.96,92.31,1.36,High,Yes,Win,0.51,11:48,233,15:41
301,2025-08-06,INFY,IT,BREAKOUT,Bearish,4723,4893.76,54,9221.04,Greed,Overtrading,4663.28,4873.71,59.72,150.71,2.52,High,No,Win,3.62,13:58,53,14:51
302,2025-08-21,RELIANCE,Energy,RSI,Bearish,4831,4847.37,62,1014.94,Confidence,No Mistake,4693.65,5068.12,137.35,237.12,1.73,High,No,Win,0.34,13:05,45,13:50
303,2026-01-28,RELIANCE,Energy,RSI,Bearish,3745,3568.01,24,-4247.76,Fear,No Mistake,3685.35,3927.27,59.65,182.27,3.06,High,No,Loss,-4.73,12:06,139,14:25
304,2026-06-01,TCS,IT,RSI,Volatile,1252,1241.16,83,-899.72,Confidence,Late Entry,1224.24,1309.2,27.76,57.2,2.06,Medium,Yes,Loss,-0.87,09:24,41,10:05
305,2026-03-02,INFY,IT,RSI,Volatile,3998,4037.07,47,1836.29,Fear,Early Exit,3929.68,4119.66,68.32,121.66,1.78,Medium,Yes,Win,0.98,13:15,236,17:11
306,2025-07-22,TCS,IT,MACD,sideways,3668,3619.36,40,-1945.6,Fear,Early Exit,3604.3,3879.57,63.7,211.57,3.32,Low,Yes,Loss,-1.33,14:25,98,16:03
307,2025-09-16,RELIANCE,Energy,RSI,Volatile,4516,4295.92,87,-19146.96,Fear,No Mistake,4458.37,4767.34,57.63,251.34,4.36,High,Yes,Loss,-4.87,14:56,224,18:40
308,2025-06-21,TCS,IT,MACD,Volatile,4918,5131.68,48,10256.64,Confidence,No Mistake,4770.88,5055.48,147.12,137.48,0.93,High,Yes,Win,4.34,13:29,8,13:37
309,2026-04-02,RELIANCE,Energy,MACD,Volatile,4247,4228.35,78,-1454.7,Fear,No Mistake,4149.66,4487.39,97.34,240.39,2.47,Medium,Yes,Loss,-0.44,10:36,111,12:27
310,2026-01-04,INFY,IT,BREAKOUT,Bullish,3385,3340.52,99,-4403.52,Confidence,No Mistake,3349.37,3498.75,35.63,113.75,3.19,High,Yes,Loss,-1.31,14:04,220,17:44
311,2025-10-28,HDFCBANK,Banking,RSI,Bullish,3366,3512.86,80,11748.8,Greed,Overtrading,3327.08,3547.52,38.92,181.52,4.66,Medium,No,Win,4.36,13:23,120,15:23
312,2025-06-24,INFY,IT,BREAKOUT,Volatile,1356,1419.76,41,2614.16,Confidence,No Mistake,1324.09,1403.79,31.91,47.79,1.5,Medium,Yes,Win,4.7,09:12,190,12:22
313,2026-06-03,RELIANCE,Energy,MACD,sideways,2866,2786.39,38,-3025.18,Confidence,No Mistake,2818.78,3010.78,47.22,144.78,3.07,High,Yes,Loss,-2.78,13:48,25,14:13
314,2025-07-28,ICICIBANK,Banking,BREAKOUT,Bullish,2123,2166.67,68,2969.56,Greed,Overtrading,2085.52,2237.28,37.48,114.28,3.05,Medium,Yes,Win,2.06,13:10,147,15:37
315,2025-10-21,ICICIBANK,Banking,BREAKOUT,Bearish,3870,4048.58,63,11250.54,Greed,No Mistake,3764.54,4033.23,105.46,163.23,1.55,Low,No,Win,4.61,10:17,217,13:54
316,2025-11-10,ICICIBANK,Banking,MACD,Bearish,1100,1073.93,22,-573.54,Greed,Overtrading,1067.96,1162.93,32.04,62.93,1.96,Medium,Yes,Loss,-2.37,13:58,232,17:50
317,2026-03-06,RELIANCE,Energy,RSI,Bullish,1832,1884.23,21,1096.83,Fear,Early Exit,1805.89,1913.72,26.11,81.72,3.13,Medium,Yes,Win,2.85,12:59,136,15:15
318,2026-03-16,RELIANCE,Energy,BREAKOUT,sideways,4513,4424.86,57,-5023.98,Fear,Early Exit,4417.31,4684.66,95.69,171.66,1.79,Medium,No,Loss,-1.95,11:21,16,11:37
319,2025-08-19,HDFCBANK,Banking,BREAKOUT,Volatile,1101,1085.14,90,-1427.4,Fear,Early Exit,1081.48,1151.77,19.52,50.77,2.6,Medium,Yes,Loss,-1.44,11:50,42,12:32
320,2026-03-27,INFY,IT,BREAKOUT,Bullish,3281,3198.55,19,-1566.55,Greed,No Mistake,3199.02,3447.7,81.98,166.7,2.03,Medium,Yes,Loss,-2.51,09:05,43,09:48
321,2025-10-07,INFY,IT,RSI,sideways,4017,4094.16,26,2006.16,Greed,Overtrading,3923.93,4226.45,93.07,209.45,2.25,High,Yes,Win,1.92,13:00,228,16:48
322,2026-05-03,ICICIBANK,Banking,BREAKOUT,Volatile,4396,4390.63,18,-96.66,Confidence,No Mistake,4290.17,4631.53,105.83,235.53,2.23,High,Yes,Loss,-0.12,14:00,183,17:03
323,2026-04-13,HDFCBANK,Banking,RSI,Bullish,1429,1405.8,44,-1020.8,Greed,Overtrading,1403.65,1509.23,25.35,80.23,3.16,Medium,Yes,Loss,-1.62,11:13,215,14:48
324,2026-03-02,ICICIBANK,Banking,RSI,Volatile,4720,4743.97,15,359.55,Confidence,No Mistake,4621.54,4842.16,98.46,122.16,1.24,Low,Yes,Win,0.51,13:00,230,16:50
325,2026-05-05,RELIANCE,Energy,BREAKOUT,Bearish,2892,2893.96,86,168.56,Greed,Overtrading,2825.81,3009.4,66.19,117.4,1.77,Medium,Yes,Win,0.07,11:40,118,13:38
326,2026-04-20,TCS,IT,BREAKOUT,sideways,4754,4710.66,53,-2297.02,Greed,Overtrading,4702.04,4922.82,51.96,168.82,3.25,Medium,Yes,Loss,-0.91,12:10,216,15:46
327,2026-04-20,INFY,IT,RSI,Bearish,4400,4240.12,25,-3997.0,Greed,Overtrading,4287.48,4661.34,112.52,261.34,2.32,High,Yes,Loss,-3.63,10:54,90,12:24
328,2026-05-15,HDFCBANK,Banking,BREAKOUT,sideways,3031,3096.0,17,1105.0,Greed,Overtrading,2945.24,3101.79,85.76,70.79,0.83,Medium,Yes,Win,2.14,11:07,211,14:38
329,2025-06-28,TCS,IT,BREAKOUT,Bearish,4356,4321.13,27,-941.49,Fear,No Mistake,4227.64,4568.82,128.36,212.82,1.66,High,Yes,Loss,-0.8,14:08,36,14:44
330,2026-03-03,TCS,IT,MACD,Volatile,3772,3880.95,54,5883.3,Greed,Overtrading,3665.74,3875.97,106.26,103.97,0.98,Medium,Yes,Win,2.89,11:47,116,13:43
331,2026-02-11,RELIANCE,Energy,BREAKOUT,sideways,2791,2745.65,96,-4353.6,Confidence,No Mistake,2744.89,2934.2,46.11,143.2,3.11,High,Yes,Loss,-1.62,09:03,139,11:22
332,2026-05-15,INFY,IT,BREAKOUT,Bullish,2263,2344.74,82,6702.68,Fear,No Mistake,2220.04,2397.35,42.96,134.35,3.13,Medium,Yes,Win,3.61,10:24,79,11:43
333,2025-07-30,RELIANCE,Energy,BREAKOUT,Bearish,3656,3492.84,25,-4079.0,Fear,No Mistake,3617.13,3815.19,38.87,159.19,4.1,Medium,Yes,Loss,-4.46,10:06,64,11:10
334,2025-07-15,RELIANCE,Energy,BREAKOUT,Volatile,2444,2430.86,60,-788.4,Greed,No Mistake,2372.5,2572.34,71.5,128.34,1.79,Medium,Yes,Loss,-0.54,09:00,200,12:20
335,2025-12-06,TCS,IT,RSI,sideways,2504,2550.86,38,1780.68,Confidence,Late Entry,2468.4,2577.76,35.6,73.76,2.07,Medium,No,Win,1.87,10:54,128,13:02
336,2025-12-16,TCS,IT,BREAKOUT,sideways,1865,1779.59,49,-4185.09,Fear,No Mistake,1810.57,1922.8,54.43,57.8,1.06,High,Yes,Loss,-4.58,09:13,32,09:45
337,2026-04-14,RELIANCE,Energy,BREAKOUT,Bullish,1391,1325.41,82,-5378.38,Greed,No Mistake,1356.94,1456.02,34.06,65.02,1.91,Medium,Yes,Loss,-4.72,11:47,36,12:23
338,2026-05-30,INFY,IT,RSI,Bullish,4893,5129.94,51,12083.94,Confidence,No Mistake,4752.89,5086.07,140.11,193.07,1.38,Low,Yes,Win,4.84,10:34,173,13:27
339,2025-08-28,INFY,IT,MACD,Bullish,1068,1070.88,75,216.0,Confidence,Late Entry,1054.98,1130.64,13.02,62.64,4.81,Low,Yes,Win,0.27,10:32,201,13:53
340,2026-01-23,RELIANCE,Energy,BREAKOUT,Bullish,3880,3946.22,87,5761.14,Confidence,Late Entry,3814.55,4103.57,65.45,223.57,3.42,High,No,Win,1.71,12:50,116,14:46
341,2025-09-17,ICICIBANK,Banking,RSI,Bullish,4693,4762.02,55,3796.1,Greed,Overtrading,4594.78,4809.38,98.22,116.38,1.18,Low,Yes,Win,1.47,14:03,6,14:09
342,2025-12-27,RELIANCE,Energy,RSI,Bearish,2802,2873.57,41,2934.37,Fear,Early Exit,2764.71,2957.09,37.29,155.09,4.16,High,Yes,Win,2.55,12:06,117,14:03
343,2026-05-17,HDFCBANK,Banking,MACD,sideways,3206,3291.39,30,2561.7,Confidence,No Mistake,3123.82,3388.0,82.18,182.0,2.21,Medium,Yes,Win,2.66,11:27,9,11:36
344,2025-11-25,HDFCBANK,Banking,RSI,sideways,4962,4747.37,76,-16311.88,Confidence,Late Entry,4874.16,5243.58,87.84,281.58,3.21,Medium,Yes,Loss,-4.33,11:24,153,13:57
345,2025-12-04,RELIANCE,Energy,MACD,sideways,1746,1809.39,69,4373.91,Fear,Early Exit,1707.85,1808.43,38.15,62.43,1.64,Medium,Yes,Win,3.63,14:53,134,17:07
346,2025-11-16,ICICIBANK,Banking,BREAKOUT,Volatile,3634,3659.63,39,999.57,Greed,Overtrading,3596.06,3844.91,37.94,210.91,5.56,Medium,Yes,Win,0.71,12:22,48,13:10
347,2026-02-03,INFY,IT,MACD,Bullish,4032,4073.29,70,2890.3,Fear,No Mistake,3981.64,4232.87,50.36,200.87,3.99,High,Yes,Win,1.02,12:02,137,14:19
348,2026-01-03,ICICIBANK,Banking,MACD,Volatile,1507,1441.18,91,-5989.62,Fear,Early Exit,1470.97,1546.17,36.03,39.17,1.09,Low,No,Loss,-4.37,13:52,89,15:21
349,2025-07-25,TCS,IT,RSI,Bearish,3286,3426.59,79,11106.61,Greed,Overtrading,3188.48,3363.93,97.52,77.93,0.8,Medium,Yes,Win,4.28,14:27,63,15:30
350,2026-03-28,INFY,IT,MACD,Bullish,2314,2379.55,12,786.6,Confidence,No Mistake,2245.03,2437.8,68.97,123.8,1.79,Medium,No,Win,2.83,11:27,238,15:25
351,2026-01-31,ICICIBANK,Banking,RSI,sideways,2827,2797.37,58,-1718.54,Fear,Early Exit,2743.6,2972.9,83.4,145.9,1.75,Low,Yes,Loss,-1.05,12:52,210,16:22
352,2026-01-07,INFY,IT,BREAKOUT,Volatile,2152,2052.45,84,-8362.2,Confidence,No Mistake,2103.32,2254.72,48.68,102.72,2.11,High,Yes,Loss,-4.63,13:40,91,15:11
353,2025-07-24,RELIANCE,Energy,BREAKOUT,Volatile,3232,3267.89,90,3230.1,Confidence,No Mistake,3156.89,3305.65,75.11,73.65,0.98,Medium,Yes,Win,1.11,14:49,63,15:52
354,2026-02-09,ICICIBANK,Banking,MACD,Bearish,2677,2625.28,74,-3827.28,Confidence,Late Entry,2634.21,2794.82,42.79,117.82,2.75,Medium,No,Loss,-1.93,09:14,101,10:55
355,2026-05-16,RELIANCE,Energy,MACD,Volatile,2275,2324.39,29,1432.31,Fear,No Mistake,2234.88,2409.11,40.12,134.11,3.34,High,Yes,Win,2.17,10:15,230,14:05
356,2026-06-03,ICICIBANK,Banking,MACD,Volatile,3442,3480.68,70,2707.6,Greed,Overtrading,3363.02,3520.59,78.98,78.59,1.0,Medium,No,Win,1.12,09:56,196,13:12
357,2026-01-16,ICICIBANK,Banking,MACD,sideways,1739,1819.99,37,2996.63,Confidence,No Mistake,1708.46,1827.3,30.54,88.3,2.89,High,Yes,Win,4.66,11:09,151,13:40
358,2025-06-08,TCS,IT,MACD,Bullish,4802,4661.93,57,-7983.99,Greed,No Mistake,4697.75,4958.81,104.25,156.81,1.5,High,Yes,Loss,-2.92,11:26,128,13:34
359,2025-10-20,TCS,IT,RSI,Bearish,3076,3225.72,51,7635.72,Confidence,No Mistake,3044.04,3236.74,31.96,160.74,5.03,Medium,No,Win,4.87,13:28,193,16:41
360,2025-08-25,INFY,IT,BREAKOUT,Bearish,4643,4621.81,46,-974.74,Fear,Early Exit,4560.84,4736.04,82.16,93.04,1.13,Medium,Yes,Loss,-0.46,14:37,161,17:18
361,2025-12-25,TCS,IT,RSI,Volatile,2374,2438.48,24,1547.52,Confidence,Late Entry,2336.91,2461.15,37.09,87.15,2.35,Low,Yes,Win,2.72,13:43,31,14:14
362,2026-05-17,HDFCBANK,Banking,MACD,Bullish,2379,2310.35,19,-1304.35,Greed,Overtrading,2308.59,2492.84,70.41,113.84,1.62,Medium,Yes,Loss,-2.89,09:38,107,11:25
363,2025-12-21,RELIANCE,Energy,RSI,Bearish,4764,4697.7,76,-5038.8,Fear,Early Exit,4682.11,4959.35,81.89,195.35,2.39,High,Yes,Loss,-1.39,13:14,37,13:51
364,2026-01-18,INFY,IT,RSI,sideways,3934,3831.25,81,-8322.75,Greed,Overtrading,3840.45,4120.42,93.55,186.42,1.99,Medium,Yes,Loss,-2.61,11:28,76,12:44
365,2026-01-04,INFY,IT,RSI,sideways,2546,2541.25,30,-142.5,Confidence,No Mistake,2474.56,2660.79,71.44,114.79,1.61,High,Yes,Loss,-0.19,12:01,213,15:34
366,2025-10-10,ICICIBANK,Banking,RSI,Volatile,3812,3786.36,60,-1538.4,Greed,No Mistake,3704.79,3918.27,107.21,106.27,0.99,High,Yes,Loss,-0.67,12:27,157,15:04
367,2026-05-23,INFY,IT,BREAKOUT,sideways,1376,1370.92,62,-314.96,Confidence,Late Entry,1337.85,1438.88,38.15,62.88,1.65,Low,Yes,Loss,-0.37,13:37,15,13:52
368,2026-06-03,HDFCBANK,Banking,MACD,Bullish,2054,2070.09,10,160.9,Fear,No Mistake,2021.62,2145.63,32.38,91.63,2.83,Medium,Yes,Win,0.78,09:40,138,11:58
369,2025-12-01,INFY,IT,RSI,Bearish,3341,3308.89,82,-2633.02,Fear,No Mistake,3306.77,3514.02,34.23,173.02,5.05,High,Yes,Loss,-0.96,11:14,229,15:03
370,2026-02-10,HDFCBANK,Banking,BREAKOUT,sideways,4096,4177.16,93,7547.88,Confidence,No Mistake,4002.96,4255.87,93.04,159.87,1.72,High,Yes,Win,1.98,11:51,107,13:38
371,2026-05-03,RELIANCE,Energy,BREAKOUT,sideways,2380,2476.05,62,5955.1,Fear,Early Exit,2334.81,2509.53,45.19,129.53,2.87,Medium,Yes,Win,4.04,10:34,223,14:17
372,2026-02-01,RELIANCE,Energy,BREAKOUT,sideways,3894,3900.18,52,321.36,Fear,Early Exit,3835.0,4047.47,59.0,153.47,2.6,Medium,Yes,Win,0.16,10:22,129,12:31
373,2026-04-10,ICICIBANK,Banking,MACD,sideways,1084,1091.32,70,512.4,Greed,Overtrading,1058.0,1142.16,26.0,58.16,2.24,Medium,Yes,Win,0.68,11:06,143,13:29
374,2025-11-12,TCS,IT,BREAKOUT,Bearish,2478,2389.28,83,-7363.76,Greed,Overtrading,2446.72,2617.48,31.28,139.48,4.46,Medium,Yes,Loss,-3.58,09:47,229,13:36
375,2026-05-05,ICICIBANK,Banking,BREAKOUT,sideways,1302,1360.41,13,759.33,Confidence,No Mistake,1275.67,1337.04,26.33,35.04,1.33,Medium,Yes,Win,4.49,14:00,144,16:24
376,2025-11-22,HDFCBANK,Banking,BREAKOUT,Volatile,4941,4985.98,85,3823.3,Fear,Early Exit,4798.94,5220.46,142.06,279.46,1.97,High,Yes,Win,0.91,12:48,106,14:34
377,2025-10-14,HDFCBANK,Banking,MACD,Volatile,1974,1908.54,22,-1440.12,Fear,No Mistake,1941.34,2083.35,32.66,109.35,3.35,Low,Yes,Loss,-3.32,09:21,228,13:09
378,2025-07-29,TCS,IT,RSI,Volatile,4078,4097.32,81,1564.92,Fear,Early Exit,3965.06,4184.14,112.94,106.14,0.94,High,Yes,Win,0.47,12:06,132,14:18
379,2025-10-19,RELIANCE,Energy,RSI,Volatile,1348,1388.38,58,2342.04,Greed,No Mistake,1316.52,1388.65,31.48,40.65,1.29,Medium,Yes,Win,3.0,11:42,86,13:08
380,2025-10-24,HDFCBANK,Banking,RSI,Bearish,3634,3810.36,33,5819.88,Confidence,No Mistake,3584.21,3724.85,49.79,90.85,1.82,Medium,No,Win,4.85,10:42,191,13:53
381,2025-12-18,TCS,IT,RSI,Volatile,2599,2639.68,57,2318.76,Greed,No Mistake,2538.58,2695.21,60.42,96.21,1.59,High,Yes,Win,1.57,11:16,209,14:45
382,2025-07-18,INFY,IT,BREAKOUT,Bearish,1772,1826.43,57,3102.51,Confidence,No Mistake,1726.38,1868.1,45.62,96.1,2.11,Medium,Yes,Win,3.07,14:30,149,16:59
383,2026-04-02,ICICIBANK,Banking,MACD,Volatile,1831,1909.5,92,7222.0,Greed,Overtrading,1811.18,1938.56,19.82,107.56,5.43,High,No,Win,4.29,09:11,181,12:12
384,2025-12-02,HDFCBANK,Banking,BREAKOUT,Volatile,2882,3002.73,81,9779.13,Fear,No Mistake,2838.41,2984.56,43.59,102.56,2.35,Medium,Yes,Win,4.19,09:09,11,09:20
385,2026-03-08,RELIANCE,Energy,RSI,Bearish,2879,2965.6,50,4330.0,Fear,Early Exit,2835.42,3007.57,43.58,128.57,2.95,High,Yes,Win,3.01,12:51,91,14:22
386,2025-07-23,INFY,IT,MACD,Volatile,2575,2453.32,52,-6327.36,Greed,Overtrading,2512.34,2688.84,62.66,113.84,1.82,Medium,Yes,Loss,-4.73,10:44,195,13:59
387,2026-06-08,HDFCBANK,Banking,BREAKOUT,sideways,4366,4188.23,65,-11555.05,Confidence,No Mistake,4275.86,4485.63,90.14,119.63,1.33,High,Yes,Loss,-4.07,11:01,121,13:02
388,2025-09-01,TCS,IT,BREAKOUT,Volatile,2235,2283.81,26,1269.06,Confidence,No Mistake,2177.17,2310.37,57.83,75.37,1.3,High,No,Win,2.18,13:14,70,14:24
389,2025-08-01,RELIANCE,Energy,BREAKOUT,Bearish,4146,4049.5,48,-4632.0,Confidence,No Mistake,4067.15,4269.73,78.85,123.73,1.57,High,Yes,Loss,-2.33,09:18,130,11:28
390,2026-03-24,HDFCBANK,Banking,BREAKOUT,sideways,2244,2340.04,49,4705.96,Confidence,No Mistake,2191.46,2332.89,52.54,88.89,1.69,High,Yes,Win,4.28,14:17,185,17:22
391,2026-04-27,ICICIBANK,Banking,MACD,sideways,4515,4365.81,22,-3282.18,Greed,No Mistake,4435.95,4660.23,79.05,145.23,1.84,Medium,No,Loss,-3.3,14:27,57,15:24
392,2026-05-04,HDFCBANK,Banking,BREAKOUT,sideways,4377,4348.47,87,-2482.11,Fear,Early Exit,4311.79,4603.46,65.21,226.46,3.47,Low,Yes,Loss,-0.65,10:37,124,12:41
393,2026-03-05,HDFCBANK,Banking,BREAKOUT,Volatile,1806,1746.18,89,-5323.98,Confidence,No Mistake,1760.35,1885.2,45.65,79.2,1.73,High,Yes,Loss,-3.31,14:20,233,18:13
394,2026-06-03,HDFCBANK,Banking,MACD,Bullish,2057,2096.97,94,3757.18,Greed,Overtrading,2002.04,2126.0,54.96,69.0,1.26,Medium,No,Win,1.94,12:15,89,13:44
395,2025-10-24,ICICIBANK,Banking,MACD,Bullish,3858,3984.54,27,3416.58,Confidence,Late Entry,3813.77,3987.54,44.23,129.54,2.93,High,Yes,Win,3.28,09:57,197,13:14
396,2025-08-04,TCS,IT,BREAKOUT,Bearish,4393,4281.13,74,-8278.38,Confidence,No Mistake,4307.15,4544.52,85.85,151.52,1.76,Medium,Yes,Loss,-2.55,12:38,183,15:41
397,2025-09-19,HDFCBANK,Banking,MACD,Volatile,4006,4083.75,67,5209.25,Greed,Overtrading,3894.74,4131.82,111.26,125.82,1.13,Medium,Yes,Win,1.94,10:47,231,14:38
398,2025-09-12,TCS,IT,MACD,Bullish,2428,2357.98,84,-5881.68,Confidence,No Mistake,2367.35,2537.67,60.65,109.67,1.81,High,No,Loss,-2.88,11:04,112,12:56
399,2026-02-04,ICICIBANK,Banking,BREAKOUT,Volatile,4915,4902.93,53,-639.71,Greed,No Mistake,4860.06,5060.49,54.94,145.49,2.65,High,Yes,Loss,-0.25,10:46,38,11:24
400,2026-06-07,TCS,IT,BREAKOUT,Bearish,2850,2913.39,14,887.46,Fear,No Mistake,2774.04,2935.72,75.96,85.72,1.13,High,Yes,Win,2.22,12:26,59,13:25
401,2025-06-08,TCS,IT,MACD,Bullish,3938,3941.59,97,348.23,Confidence,No Mistake,3828.36,4048.2,109.64,110.2,1.01,Medium,Yes,Win,0.09,14:32,74,15:46
402,2026-04-14,HDFCBANK,Banking,BREAKOUT,Volatile,1068,1099.57,21,662.97,Greed,Overtrading,1050.82,1106.9,17.18,38.9,2.26,Low,Yes,Win,2.96,12:56,131,15:07
403,2026-04-21,ICICIBANK,Banking,RSI,Bearish,3661,3838.45,27,4791.15,Greed,Overtrading,3588.39,3873.44,72.61,212.44,2.93,High,Yes,Win,4.85,11:18,47,12:05
404,2026-05-11,TCS,IT,BREAKOUT,Bullish,1376,1416.67,26,1057.42,Confidence,No Mistake,1338.11,1432.63,37.89,56.63,1.49,Medium,Yes,Win,2.96,09:51,186,12:57
405,2026-04-06,HDFCBANK,Banking,RSI,Bullish,4742,4529.91,57,-12089.13,Fear,Early Exit,4671.93,4965.17,70.07,223.17,3.18,High,Yes,Loss,-4.47,11:37,148,14:05
406,2025-11-13,RELIANCE,Energy,BREAKOUT,sideways,1770,1850.73,31,2502.63,Fear,Early Exit,1721.53,1860.75,48.47,90.75,1.87,High,No,Win,4.56,09:47,47,10:34
407,2026-05-25,RELIANCE,Energy,BREAKOUT,sideways,1309,1352.42,89,3864.38,Confidence,Late Entry,1283.24,1366.48,25.76,57.48,2.23,High,Yes,Win,3.32,09:56,223,13:39
